latitude,longitude,Origin,Year_range,Val,Continent
-25.274398,133.775136,Australia,1900-1945,0,Oceania
-25.274398,133.775136,Australia,1946-1955,0,Oceania
-25.274398,133.775136,Australia,1956-1965,0,Oceania
-25.274398,133.775136,Australia,1966-1975,0,Oceania
-25.274398,133.775136,Australia,1976-1985,0,Oceania
-25.274398,133.775136,Australia,1986-1995,0,Oceania
-25.274398,133.775136,Australia,1996-2005,0,Oceania
-25.274398,133.775136,Australia,2006-2015,0,Oceania
-29.040835,167.954712,Norfolk Island,1900-1945,0,Oceania
-29.040835,167.954712,Norfolk Island,1946-1955,0,Oceania
-29.040835,167.954712,Norfolk Island,1956-1965,0,Oceania
-29.040835,167.954712,Norfolk Island,1966-1975,0,Oceania
-29.040835,167.954712,Norfolk Island,1976-1985,0,Oceania
-29.040835,167.954712,Norfolk Island,1986-1995,0,Oceania
-29.040835,167.954712,Norfolk Island,1996-2005,0,Oceania
-29.040835,167.954712,Norfolk Island,2006-2015,0,Oceania
-40.900557,174.885971,New Zealand,1900-1945,1065,Oceania
-40.900557,174.885971,New Zealand,1946-1955,2223,Oceania
-40.900557,174.885971,New Zealand,1956-1965,8187,Oceania
-40.900557,174.885971,New Zealand,1966-1975,32712,Oceania
-40.900557,174.885971,New Zealand,1976-1985,75875,Oceania
-40.900557,174.885971,New Zealand,1986-1995,84919,Oceania
-40.900557,174.885971,New Zealand,1996-2005,114064,Oceania
-40.900557,174.885971,New Zealand,2006-2015,172096,Oceania
-20.904305,165.618042,New Caledonia,1900-1945,12,Oceania
-20.904305,165.618042,New Caledonia,1946-1955,46,Oceania
-20.904305,165.618042,New Caledonia,1956-1965,82,Oceania
-20.904305,165.618042,New Caledonia,1966-1975,135,Oceania
-20.904305,165.618042,New Caledonia,1976-1985,197,Oceania
-20.904305,165.618042,New Caledonia,1986-1995,202,Oceania
-20.904305,165.618042,New Caledonia,1996-2005,184,Oceania
-20.904305,165.618042,New Caledonia,2006-2015,339,Oceania
-6.314993,143.95555,Papua New Guinea,1900-1945,421,Oceania
-6.314993,143.95555,Papua New Guinea,1946-1955,392,Oceania
-6.314993,143.95555,Papua New Guinea,1956-1965,2005,Oceania
-6.314993,143.95555,Papua New Guinea,1966-1975,7507,Oceania
-6.314993,143.95555,Papua New Guinea,1976-1985,5411,Oceania
-6.314993,143.95555,Papua New Guinea,1986-1995,2909,Oceania
-6.314993,143.95555,Papua New Guinea,1996-2005,2665,Oceania
-6.314993,143.95555,Papua New Guinea,2006-2015,5518,Oceania
-9.64571,160.156194,Solomon Islands,1900-1945,27,Oceania
-9.64571,160.156194,Solomon Islands,1946-1955,21,Oceania
-9.64571,160.156194,Solomon Islands,1956-1965,76,Oceania
-9.64571,160.156194,Solomon Islands,1966-1975,205,Oceania
-9.64571,160.156194,Solomon Islands,1976-1985,237,Oceania
-9.64571,160.156194,Solomon Islands,1986-1995,251,Oceania
-9.64571,160.156194,Solomon Islands,1996-2005,437,Oceania
-9.64571,160.156194,Solomon Islands,2006-2015,583,Oceania
-15.376706,166.959158,Vanuatu,1900-1945,18,Oceania
-15.376706,166.959158,Vanuatu,1946-1955,35,Oceania
-15.376706,166.959158,Vanuatu,1956-1965,77,Oceania
-15.376706,166.959158,Vanuatu,1966-1975,119,Oceania
-15.376706,166.959158,Vanuatu,1976-1985,192,Oceania
-15.376706,166.959158,Vanuatu,1986-1995,169,Oceania
-15.376706,166.959158,Vanuatu,1996-2005,184,Oceania
-15.376706,166.959158,Vanuatu,2006-2015,263,Oceania
13.444304,144.793731,Guam,1900-1945,0,Oceania
13.444304,144.793731,Guam,1946-1955,0,Oceania
13.444304,144.793731,Guam,1956-1965,0,Oceania
13.444304,144.793731,Guam,1966-1975,7,Oceania
13.444304,144.793731,Guam,1976-1985,11,Oceania
13.444304,144.793731,Guam,1986-1995,12,Oceania
13.444304,144.793731,Guam,1996-2005,27,Oceania
13.444304,144.793731,Guam,2006-2015,33,Oceania
-3.370417,-168.734039,Kiribati,1900-1945,5,Oceania
-3.370417,-168.734039,Kiribati,1946-1955,4,Oceania
-3.370417,-168.734039,Kiribati,1956-1965,48,Oceania
-3.370417,-168.734039,Kiribati,1966-1975,39,Oceania
-3.370417,-168.734039,Kiribati,1976-1985,70,Oceania
-3.370417,-168.734039,Kiribati,1986-1995,56,Oceania
-3.370417,-168.734039,Kiribati,1996-2005,79,Oceania
-3.370417,-168.734039,Kiribati,2006-2015,164,Oceania
7.131474,171.184478,Marshall Islands,1900-1945,0,Oceania
7.131474,171.184478,Marshall Islands,1946-1955,0,Oceania
7.131474,171.184478,Marshall Islands,1956-1965,0,Oceania
7.131474,171.184478,Marshall Islands,1966-1975,0,Oceania
7.131474,171.184478,Marshall Islands,1976-1985,0,Oceania
7.131474,171.184478,Marshall Islands,1986-1995,6,Oceania
7.131474,171.184478,Marshall Islands,1996-2005,9,Oceania
7.131474,171.184478,Marshall Islands,2006-2015,6,Oceania
-0.522778,166.931503,Nauru,1900-1945,9,Oceania
-0.522778,166.931503,Nauru,1946-1955,11,Oceania
-0.522778,166.931503,Nauru,1956-1965,46,Oceania
-0.522778,166.931503,Nauru,1966-1975,90,Oceania
-0.522778,166.931503,Nauru,1976-1985,76,Oceania
-0.522778,166.931503,Nauru,1986-1995,64,Oceania
-0.522778,166.931503,Nauru,1996-2005,118,Oceania
-0.522778,166.931503,Nauru,2006-2015,113,Oceania
17.33083,145.38469,Northern Mariana Islands,1900-1945,0,Oceania
17.33083,145.38469,Northern Mariana Islands,1946-1955,0,Oceania
17.33083,145.38469,Northern Mariana Islands,1956-1965,0,Oceania
17.33083,145.38469,Northern Mariana Islands,1966-1975,0,Oceania
17.33083,145.38469,Northern Mariana Islands,1976-1985,0,Oceania
17.33083,145.38469,Northern Mariana Islands,1986-1995,4,Oceania
17.33083,145.38469,Northern Mariana Islands,1996-2005,15,Oceania
17.33083,145.38469,Northern Mariana Islands,2006-2015,7,Oceania
7.51498,134.58252,Palau,1900-1945,0,Oceania
7.51498,134.58252,Palau,1946-1955,0,Oceania
7.51498,134.58252,Palau,1956-1965,0,Oceania
7.51498,134.58252,Palau,1966-1975,0,Oceania
7.51498,134.58252,Palau,1976-1985,0,Oceania
7.51498,134.58252,Palau,1986-1995,0,Oceania
7.51498,134.58252,Palau,1996-2005,4,Oceania
7.51498,134.58252,Palau,2006-2015,6,Oceania
-21.236736,-159.777671,Cook Islands,1900-1945,0,Oceania
-21.236736,-159.777671,Cook Islands,1946-1955,6,Oceania
-21.236736,-159.777671,Cook Islands,1956-1965,19,Oceania
-21.236736,-159.777671,Cook Islands,1966-1975,70,Oceania
-21.236736,-159.777671,Cook Islands,1976-1985,595,Oceania
-21.236736,-159.777671,Cook Islands,1986-1995,1345,Oceania
-21.236736,-159.777671,Cook Islands,1996-2005,2384,Oceania
-21.236736,-159.777671,Cook Islands,2006-2015,2051,Oceania
-16.578193,179.414413,Fiji,1900-1945,127,Oceania
-16.578193,179.414413,Fiji,1946-1955,289,Oceania
-16.578193,179.414413,Fiji,1956-1965,867,Oceania
-16.578193,179.414413,Fiji,1966-1975,2341,Oceania
-16.578193,179.414413,Fiji,1976-1985,6324,Oceania
-16.578193,179.414413,Fiji,1986-1995,18670,Oceania
-16.578193,179.414413,Fiji,1996-2005,15519,Oceania
-16.578193,179.414413,Fiji,2006-2015,14917,Oceania
-17.679742,-149.406843,French Polynesia,1900-1945,6,Oceania
-17.679742,-149.406843,French Polynesia,1946-1955,8,Oceania
-17.679742,-149.406843,French Polynesia,1956-1965,20,Oceania
-17.679742,-149.406843,French Polynesia,1966-1975,27,Oceania
-17.679742,-149.406843,French Polynesia,1976-1985,39,Oceania
-17.679742,-149.406843,French Polynesia,1986-1995,64,Oceania
-17.679742,-149.406843,French Polynesia,1996-2005,88,Oceania
-17.679742,-149.406843,French Polynesia,2006-2015,161,Oceania
-19.054445,-169.867233,Niue,1900-1945,0,Oceania
-19.054445,-169.867233,Niue,1946-1955,0,Oceania
-19.054445,-169.867233,Niue,1956-1965,0,Oceania
-19.054445,-169.867233,Niue,1966-1975,4,Oceania
-19.054445,-169.867233,Niue,1976-1985,86,Oceania
-19.054445,-169.867233,Niue,1986-1995,155,Oceania
-19.054445,-169.867233,Niue,1996-2005,241,Oceania
-19.054445,-169.867233,Niue,2006-2015,276,Oceania
-13.759029,-172.104629,Samoa,1900-1945,8,Oceania
-13.759029,-172.104629,Samoa,1946-1955,9,Oceania
-13.759029,-172.104629,Samoa,1956-1965,57,Oceania
-13.759029,-172.104629,Samoa,1966-1975,143,Oceania
-13.759029,-172.104629,Samoa,1976-1985,1289,Oceania
-13.759029,-172.104629,Samoa,1986-1995,5135,Oceania
-13.759029,-172.104629,Samoa,1996-2005,6595,Oceania
-13.759029,-172.104629,Samoa,2006-2015,9138,Oceania
-8.967363,-171.855881,Tokelau,1900-1945,0,Oceania
-8.967363,-171.855881,Tokelau,1946-1955,0,Oceania
-8.967363,-171.855881,Tokelau,1956-1965,0,Oceania
-8.967363,-171.855881,Tokelau,1966-1975,0,Oceania
-8.967363,-171.855881,Tokelau,1976-1985,4,Oceania
-8.967363,-171.855881,Tokelau,1986-1995,101,Oceania
-8.967363,-171.855881,Tokelau,1996-2005,206,Oceania
-8.967363,-171.855881,Tokelau,2006-2015,213,Oceania
-21.178986,-175.198242,Tonga,1900-1945,12,Oceania
-21.178986,-175.198242,Tonga,1946-1955,9,Oceania
-21.178986,-175.198242,Tonga,1956-1965,52,Oceania
-21.178986,-175.198242,Tonga,1966-1975,443,Oceania
-21.178986,-175.198242,Tonga,1976-1985,2157,Oceania
-21.178986,-175.198242,Tonga,1986-1995,2229,Oceania
-21.178986,-175.198242,Tonga,1996-2005,1803,Oceania
-21.178986,-175.198242,Tonga,2006-2015,2430,Oceania
-7.109535,177.64933,Tuvalu,1900-1945,0,Oceania
-7.109535,177.64933,Tuvalu,1946-1955,0,Oceania
-7.109535,177.64933,Tuvalu,1956-1965,0,Oceania
-7.109535,177.64933,Tuvalu,1966-1975,5,Oceania
-7.109535,177.64933,Tuvalu,1976-1985,9,Oceania
-7.109535,177.64933,Tuvalu,1986-1995,31,Oceania
-7.109535,177.64933,Tuvalu,1996-2005,32,Oceania
-7.109535,177.64933,Tuvalu,2006-2015,63,Oceania
-13.768752,-177.156097,Wallis and Futuna,1900-1945,0,Oceania
-13.768752,-177.156097,Wallis and Futuna,1946-1955,0,Oceania
-13.768752,-177.156097,Wallis and Futuna,1956-1965,0,Oceania
-13.768752,-177.156097,Wallis and Futuna,1966-1975,0,Oceania
-13.768752,-177.156097,Wallis and Futuna,1976-1985,6,Oceania
-13.768752,-177.156097,Wallis and Futuna,1986-1995,0,Oceania
-13.768752,-177.156097,Wallis and Futuna,1996-2005,3,Oceania
-13.768752,-177.156097,Wallis and Futuna,2006-2015,6,Oceania
-24.703615,-127.439308,Pitcairn Islands,1900-1945,0,Oceania
-24.703615,-127.439308,Pitcairn Islands,1946-1955,0,Oceania
-24.703615,-127.439308,Pitcairn Islands,1956-1965,0,Oceania
-24.703615,-127.439308,Pitcairn Islands,1966-1975,0,Oceania
-24.703615,-127.439308,Pitcairn Islands,1976-1985,0,Oceania
-24.703615,-127.439308,Pitcairn Islands,1986-1995,0,Oceania
-24.703615,-127.439308,Pitcairn Islands,1996-2005,0,Oceania
-24.703615,-127.439308,Pitcairn Islands,2006-2015,3,Oceania
52.3555,-1.1743,England,1900-1945,3714,Europe
52.3555,-1.1743,England,1946-1955,52689,Europe
52.3555,-1.1743,England,1956-1965,125950,Europe
52.3555,-1.1743,England,1966-1975,224851,Europe
52.3555,-1.1743,England,1976-1985,91574,Europe
52.3555,-1.1743,England,1986-1995,85164,Europe
52.3555,-1.1743,England,1996-2005,105496,Europe
52.3555,-1.1743,England,2006-2015,181906,Europe
54.236107,-4.548056,Isle of Man,1900-1945,0,Europe
54.236107,-4.548056,Isle of Man,1946-1955,62,Europe
54.236107,-4.548056,Isle of Man,1956-1965,107,Europe
54.236107,-4.548056,Isle of Man,1966-1975,138,Europe
54.236107,-4.548056,Isle of Man,1976-1985,85,Europe
54.236107,-4.548056,Isle of Man,1986-1995,99,Europe
54.236107,-4.548056,Isle of Man,1996-2005,96,Europe
54.236107,-4.548056,Isle of Man,2006-2015,161,Europe
54.7877,-6.4923,Northern Ireland,1900-1945,57,Europe
54.7877,-6.4923,Northern Ireland,1946-1955,1349,Europe
54.7877,-6.4923,Northern Ireland,1956-1965,3534,Europe
54.7877,-6.4923,Northern Ireland,1966-1975,6194,Europe
54.7877,-6.4923,Northern Ireland,1976-1985,2856,Europe
54.7877,-6.4923,Northern Ireland,1986-1995,2016,Europe
54.7877,-6.4923,Northern Ireland,1996-2005,2027,Europe
54.7877,-6.4923,Northern Ireland,2006-2015,4410,Europe
56.4907,-4.2026,Scotland,1900-1945,759,Europe
56.4907,-4.2026,Scotland,1946-1955,9744,Europe
56.4907,-4.2026,Scotland,1956-1965,21701,Europe
56.4907,-4.2026,Scotland,1966-1975,25295,Europe
56.4907,-4.2026,Scotland,1976-1985,14255,Europe
56.4907,-4.2026,Scotland,1986-1995,11556,Europe
56.4907,-4.2026,Scotland,1996-2005,11887,Europe
56.4907,-4.2026,Scotland,2006-2015,20441,Europe
52.1307,-3.7837,Wales,1900-1945,101,Europe
52.1307,-3.7837,Wales,1946-1955,1160,Europe
52.1307,-3.7837,Wales,1956-1965,3217,Europe
52.1307,-3.7837,Wales,1966-1975,6634,Europe
52.1307,-3.7837,Wales,1976-1985,3414,Europe
52.1307,-3.7837,Wales,1986-1995,2898,Europe
52.1307,-3.7837,Wales,1996-2005,3450,Europe
52.1307,-3.7837,Wales,2006-2015,6341,Europe
49.465691,-2.585278,Guernsey,1900-1945,3,Europe
49.465691,-2.585278,Guernsey,1946-1955,37,Europe
49.465691,-2.585278,Guernsey,1956-1965,90,Europe
49.465691,-2.585278,Guernsey,1966-1975,170,Europe
49.465691,-2.585278,Guernsey,1976-1985,83,Europe
49.465691,-2.585278,Guernsey,1986-1995,77,Europe
49.465691,-2.585278,Guernsey,1996-2005,94,Europe
49.465691,-2.585278,Guernsey,2006-2015,146,Europe
49.214439,-2.13125,Jersey,1900-1945,0,Europe
49.214439,-2.13125,Jersey,1946-1955,32,Europe
49.214439,-2.13125,Jersey,1956-1965,142,Europe
49.214439,-2.13125,Jersey,1966-1975,260,Europe
49.214439,-2.13125,Jersey,1976-1985,138,Europe
49.214439,-2.13125,Jersey,1986-1995,121,Europe
49.214439,-2.13125,Jersey,1996-2005,218,Europe
49.214439,-2.13125,Jersey,2006-2015,232,Europe
53.41291,-8.24389,Ireland,1900-1945,172,Europe
53.41291,-8.24389,Ireland,1946-1955,1682,Europe
53.41291,-8.24389,Ireland,1956-1965,4016,Europe
53.41291,-8.24389,Ireland,1966-1975,10084,Europe
53.41291,-8.24389,Ireland,1976-1985,5513,Europe
53.41291,-8.24389,Ireland,1986-1995,10014,Europe
53.41291,-8.24389,Ireland,1996-2005,8641,Europe
53.41291,-8.24389,Ireland,2006-2015,31693,Europe
47.516231,14.550072,Austria,1900-1945,234,Europe
47.516231,14.550072,Austria,1946-1955,3908,Europe
47.516231,14.550072,Austria,1956-1965,4474,Europe
47.516231,14.550072,Austria,1966-1975,2113,Europe
47.516231,14.550072,Austria,1976-1985,1131,Europe
47.516231,14.550072,Austria,1986-1995,965,Europe
47.516231,14.550072,Austria,1996-2005,894,Europe
47.516231,14.550072,Austria,2006-2015,1024,Europe
50.503887,4.469936,Belgium,1900-1945,18,Europe
50.503887,4.469936,Belgium,1946-1955,394,Europe
50.503887,4.469936,Belgium,1956-1965,791,Europe
50.503887,4.469936,Belgium,1966-1975,883,Europe
50.503887,4.469936,Belgium,1976-1985,583,Europe
50.503887,4.469936,Belgium,1986-1995,492,Europe
50.503887,4.469936,Belgium,1996-2005,906,Europe
50.503887,4.469936,Belgium,2006-2015,1930,Europe
46.227638,2.213749,France,1900-1945,51,Europe
46.227638,2.213749,France,1946-1955,928,Europe
46.227638,2.213749,France,1956-1965,1037,Europe
46.227638,2.213749,France,1966-1975,4474,Europe
46.227638,2.213749,France,1976-1985,2080,Europe
46.227638,2.213749,France,1986-1995,2153,Europe
46.227638,2.213749,France,1996-2005,4106,Europe
46.227638,2.213749,France,2006-2015,13445,Europe
51.165691,10.451526,Germany,1900-1945,479,Europe
51.165691,10.451526,Germany,1946-1955,27449,Europe
51.165691,10.451526,Germany,1956-1965,17916,Europe
51.165691,10.451526,Germany,1966-1975,11271,Europe
51.165691,10.451526,Germany,1976-1985,9436,Europe
51.165691,10.451526,Germany,1986-1995,6605,Europe
51.165691,10.451526,Germany,1996-2005,9766,Europe
51.165691,10.451526,Germany,2006-2015,15077,Europe
47.166,9.555373,Liechtenstein,1900-1945,0,Europe
47.166,9.555373,Liechtenstein,1946-1955,0,Europe
47.166,9.555373,Liechtenstein,1956-1965,0,Europe
47.166,9.555373,Liechtenstein,1966-1975,5,Europe
47.166,9.555373,Liechtenstein,1976-1985,0,Europe
47.166,9.555373,Liechtenstein,1986-1995,3,Europe
47.166,9.555373,Liechtenstein,1996-2005,0,Europe
47.166,9.555373,Liechtenstein,2006-2015,6,Europe
49.815273,6.129583,Luxembourg,1900-1945,0,Europe
49.815273,6.129583,Luxembourg,1946-1955,8,Europe
49.815273,6.129583,Luxembourg,1956-1965,10,Europe
49.815273,6.129583,Luxembourg,1966-1975,37,Europe
49.815273,6.129583,Luxembourg,1976-1985,21,Europe
49.815273,6.129583,Luxembourg,1986-1995,26,Europe
49.815273,6.129583,Luxembourg,1996-2005,41,Europe
49.815273,6.129583,Luxembourg,2006-2015,65,Europe
43.750298,7.412841,Monaco,1900-1945,0,Europe
43.750298,7.412841,Monaco,1946-1955,0,Europe
43.750298,7.412841,Monaco,1956-1965,6,Europe
43.750298,7.412841,Monaco,1966-1975,8,Europe
43.750298,7.412841,Monaco,1976-1985,5,Europe
43.750298,7.412841,Monaco,1986-1995,4,Europe
43.750298,7.412841,Monaco,1996-2005,15,Europe
43.750298,7.412841,Monaco,2006-2015,29,Europe
52.132633,5.291266,Netherlands,1900-1945,116,Europe
52.132633,5.291266,Netherlands,1946-1955,22350,Europe
52.132633,5.291266,Netherlands,1956-1965,18849,Europe
52.132633,5.291266,Netherlands,1966-1975,6510,Europe
52.132633,5.291266,Netherlands,1976-1985,5795,Europe
52.132633,5.291266,Netherlands,1986-1995,2674,Europe
52.132633,5.291266,Netherlands,1996-2005,4488,Europe
52.132633,5.291266,Netherlands,2006-2015,6577,Europe
46.818188,8.227512,Switzerland,1900-1945,30,Europe
46.818188,8.227512,Switzerland,1946-1955,374,Europe
46.818188,8.227512,Switzerland,1956-1965,893,Europe
46.818188,8.227512,Switzerland,1966-1975,2140,Europe
46.818188,8.227512,Switzerland,1976-1985,1604,Europe
46.818188,8.227512,Switzerland,1986-1995,1810,Europe
46.818188,8.227512,Switzerland,1996-2005,2119,Europe
46.818188,8.227512,Switzerland,2006-2015,2596,Europe
56.26392,9.501785,Denmark,1900-1945,16,Europe
56.26392,9.501785,Denmark,1946-1955,248,Europe
56.26392,9.501785,Denmark,1956-1965,1232,Europe
56.26392,9.501785,Denmark,1966-1975,1999,Europe
56.26392,9.501785,Denmark,1976-1985,1352,Europe
56.26392,9.501785,Denmark,1986-1995,1263,Europe
56.26392,9.501785,Denmark,1996-2005,967,Europe
56.26392,9.501785,Denmark,2006-2015,1244,Europe
61.892635,-6.911806,Faroe Islands,1900-1945,0,Europe
61.892635,-6.911806,Faroe Islands,1946-1955,0,Europe
61.892635,-6.911806,Faroe Islands,1956-1965,0,Europe
61.892635,-6.911806,Faroe Islands,1966-1975,5,Europe
61.892635,-6.911806,Faroe Islands,1976-1985,3,Europe
61.892635,-6.911806,Faroe Islands,1986-1995,4,Europe
61.892635,-6.911806,Faroe Islands,1996-2005,0,Europe
61.892635,-6.911806,Faroe Islands,2006-2015,3,Europe
61.92411,25.748151,Finland,1900-1945,14,Europe
61.92411,25.748151,Finland,1946-1955,115,Europe
61.92411,25.748151,Finland,1956-1965,1900,Europe
61.92411,25.748151,Finland,1966-1975,2710,Europe
61.92411,25.748151,Finland,1976-1985,526,Europe
61.92411,25.748151,Finland,1986-1995,410,Europe
61.92411,25.748151,Finland,1996-2005,504,Europe
61.92411,25.748151,Finland,2006-2015,1152,Europe
71.706936,-42.604303,Greenland,1900-1945,0,North America
71.706936,-42.604303,Greenland,1946-1955,0,North America
71.706936,-42.604303,Greenland,1956-1965,3,North America
71.706936,-42.604303,Greenland,1966-1975,8,North America
71.706936,-42.604303,Greenland,1976-1985,3,North America
71.706936,-42.604303,Greenland,1986-1995,4,North America
71.706936,-42.604303,Greenland,1996-2005,13,North America
71.706936,-42.604303,Greenland,2006-2015,3,North America
64.963051,-19.020835,Iceland,1900-1945,0,Europe
64.963051,-19.020835,Iceland,1946-1955,7,Europe
64.963051,-19.020835,Iceland,1956-1965,12,Europe
64.963051,-19.020835,Iceland,1966-1975,87,Europe
64.963051,-19.020835,Iceland,1976-1985,62,Europe
64.963051,-19.020835,Iceland,1986-1995,71,Europe
64.963051,-19.020835,Iceland,1996-2005,44,Europe
64.963051,-19.020835,Iceland,2006-2015,160,Europe
60.472024,8.468946,Norway,1900-1945,5,Europe
60.472024,8.468946,Norway,1946-1955,160,Europe
60.472024,8.468946,Norway,1956-1965,336,Europe
60.472024,8.468946,Norway,1966-1975,467,Europe
60.472024,8.468946,Norway,1976-1985,189,Europe
60.472024,8.468946,Norway,1986-1995,294,Europe
60.472024,8.468946,Norway,1996-2005,663,Europe
60.472024,8.468946,Norway,2006-2015,1224,Europe
60.128161,18.643501,Sweden,1900-1945,7,Europe
60.128161,18.643501,Sweden,1946-1955,136,Europe
60.128161,18.643501,Sweden,1956-1965,402,Europe
60.128161,18.643501,Sweden,1966-1975,1366,Europe
60.128161,18.643501,Sweden,1976-1985,715,Europe
60.128161,18.643501,Sweden,1986-1995,1259,Europe
60.128161,18.643501,Sweden,1996-2005,1735,Europe
60.128161,18.643501,Sweden,2006-2015,3243,Europe
42.546245,1.601554,Andorra,1900-1945,0,Europe
42.546245,1.601554,Andorra,1946-1955,0,Europe
42.546245,1.601554,Andorra,1956-1965,0,Europe
42.546245,1.601554,Andorra,1966-1975,4,Europe
42.546245,1.601554,Andorra,1976-1985,0,Europe
42.546245,1.601554,Andorra,1986-1995,0,Europe
42.546245,1.601554,Andorra,1996-2005,6,Europe
42.546245,1.601554,Andorra,2006-2015,9,Europe
36.137741,-5.345374,Gibraltar,1900-1945,0,Europe
36.137741,-5.345374,Gibraltar,1946-1955,8,Europe
36.137741,-5.345374,Gibraltar,1956-1965,56,Europe
36.137741,-5.345374,Gibraltar,1966-1975,131,Europe
36.137741,-5.345374,Gibraltar,1976-1985,59,Europe
36.137741,-5.345374,Gibraltar,1986-1995,46,Europe
36.137741,-5.345374,Gibraltar,1996-2005,45,Europe
36.137741,-5.345374,Gibraltar,2006-2015,71,Europe
41.87194,12.56738,Italy,1900-1945,1486,Europe
41.87194,12.56738,Italy,1946-1955,37633,Europe
41.87194,12.56738,Italy,1956-1965,65176,Europe
41.87194,12.56738,Italy,1966-1975,33582,Europe
41.87194,12.56738,Italy,1976-1985,5382,Europe
41.87194,12.56738,Italy,1986-1995,2790,Europe
41.87194,12.56738,Italy,1996-2005,3533,Europe
41.87194,12.56738,Italy,2006-2015,14391,Europe
35.937496,14.375416,Malta,1900-1945,130,Europe
35.937496,14.375416,Malta,1946-1955,11248,Europe
35.937496,14.375416,Malta,1956-1965,13375,Europe
35.937496,14.375416,Malta,1966-1975,6732,Europe
35.937496,14.375416,Malta,1976-1985,2545,Europe
35.937496,14.375416,Malta,1986-1995,905,Europe
35.937496,14.375416,Malta,1996-2005,510,Europe
35.937496,14.375416,Malta,2006-2015,652,Europe
39.399872,-8.224454,Portugal,1900-1945,3,Europe
39.399872,-8.224454,Portugal,1946-1955,75,Europe
39.399872,-8.224454,Portugal,1956-1965,571,Europe
39.399872,-8.224454,Portugal,1966-1975,5101,Europe
39.399872,-8.224454,Portugal,1976-1985,3225,Europe
39.399872,-8.224454,Portugal,1986-1995,3517,Europe
39.399872,-8.224454,Portugal,1996-2005,730,Europe
39.399872,-8.224454,Portugal,2006-2015,1979,Europe
43.94236,12.457777,San Marino,1900-1945,0,Europe
43.94236,12.457777,San Marino,1946-1955,0,Europe
43.94236,12.457777,San Marino,1956-1965,0,Europe
43.94236,12.457777,San Marino,1966-1975,0,Europe
43.94236,12.457777,San Marino,1976-1985,0,Europe
43.94236,12.457777,San Marino,1986-1995,0,Europe
43.94236,12.457777,San Marino,1996-2005,0,Europe
43.94236,12.457777,San Marino,2006-2015,3,Europe
40.463667,-3.74922,Spain,1900-1945,21,Europe
40.463667,-3.74922,Spain,1946-1955,112,Europe
40.463667,-3.74922,Spain,1956-1965,2870,Europe
40.463667,-3.74922,Spain,1966-1975,4026,Europe
40.463667,-3.74922,Spain,1976-1985,1598,Europe
40.463667,-3.74922,Spain,1986-1995,651,Europe
40.463667,-3.74922,Spain,1996-2005,738,Europe
40.463667,-3.74922,Spain,2006-2015,4175,Europe
41.153332,20.168331,Albania,1900-1945,23,Europe
41.153332,20.168331,Albania,1946-1955,47,Europe
41.153332,20.168331,Albania,1956-1965,49,Europe
41.153332,20.168331,Albania,1966-1975,105,Europe
41.153332,20.168331,Albania,1976-1985,48,Europe
41.153332,20.168331,Albania,1986-1995,209,Europe
41.153332,20.168331,Albania,1996-2005,1057,Europe
41.153332,20.168331,Albania,2006-2015,1117,Europe
43.915886,17.679076,Bosnia and Herzegovina,1900-1945,3,Europe
43.915886,17.679076,Bosnia and Herzegovina,1946-1955,76,Europe
43.915886,17.679076,Bosnia and Herzegovina,1956-1965,456,Europe
43.915886,17.679076,Bosnia and Herzegovina,1966-1975,2641,Europe
43.915886,17.679076,Bosnia and Herzegovina,1976-1985,645,Europe
43.915886,17.679076,Bosnia and Herzegovina,1986-1995,7228,Europe
43.915886,17.679076,Bosnia and Herzegovina,1996-2005,11097,Europe
43.915886,17.679076,Bosnia and Herzegovina,2006-2015,1320,Europe
42.733883,25.48583,Bulgaria,1900-1945,20,Europe
42.733883,25.48583,Bulgaria,1946-1955,86,Europe
42.733883,25.48583,Bulgaria,1956-1965,50,Europe
42.733883,25.48583,Bulgaria,1966-1975,210,Europe
42.733883,25.48583,Bulgaria,1976-1985,202,Europe
42.733883,25.48583,Bulgaria,1986-1995,699,Europe
42.733883,25.48583,Bulgaria,1996-2005,831,Europe
42.733883,25.48583,Bulgaria,2006-2015,1040,Europe
45.1,15.2,Croatia,1900-1945,135,Europe
45.1,15.2,Croatia,1946-1955,1159,Europe
45.1,15.2,Croatia,1956-1965,9264,Europe
45.1,15.2,Croatia,1966-1975,18157,Europe
45.1,15.2,Croatia,1976-1985,1859,Europe
45.1,15.2,Croatia,1986-1995,4239,Europe
45.1,15.2,Croatia,1996-2005,6122,Europe
45.1,15.2,Croatia,2006-2015,1260,Europe
35.126413,33.429859,Cyprus,1900-1945,29,Europe
35.126413,33.429859,Cyprus,1946-1955,2133,Europe
35.126413,33.429859,Cyprus,1956-1965,2088,Europe
35.126413,33.429859,Cyprus,1966-1975,6180,Europe
35.126413,33.429859,Cyprus,1976-1985,3734,Europe
35.126413,33.429859,Cyprus,1986-1995,1058,Europe
35.126413,33.429859,Cyprus,1996-2005,515,Europe
35.126413,33.429859,Cyprus,2006-2015,655,Europe
41.608635,21.745275,Macedonia [FYROM],1900-1945,51,Europe
41.608635,21.745275,Macedonia [FYROM],1946-1955,519,Europe
41.608635,21.745275,Macedonia [FYROM],1956-1965,2916,Europe
41.608635,21.745275,Macedonia [FYROM],1966-1975,17629,Europe
41.608635,21.745275,Macedonia [FYROM],1976-1985,4218,Europe
