latitude,longitude,Origin,Year_range,Val,Continent
-1.940278,29.873888,Rwanda,1946-1955,0,Africa
-1.940278,29.873888,Rwanda,1956-1965,0,Africa
-1.940278,29.873888,Rwanda,1966-1975,3,Africa
-1.940278,29.873888,Rwanda,1976-1985,0,Africa
-1.940278,29.873888,Rwanda,1986-1995,10,Africa
-1.940278,29.873888,Rwanda,1996-2005,130,Africa
-1.940278,29.873888,Rwanda,2006-2015,695,Africa
-24.143474,-10.030696,Saint Helena,1900-1945,0,Africa
-24.143474,-10.030696,Saint Helena,1946-1955,0,Africa
-24.143474,-10.030696,Saint Helena,1956-1965,0,Africa
-24.143474,-10.030696,Saint Helena,1966-1975,7,Africa
-24.143474,-10.030696,Saint Helena,1976-1985,8,Africa
-24.143474,-10.030696,Saint Helena,1986-1995,4,Africa
-24.143474,-10.030696,Saint Helena,1996-2005,8,Africa
-24.143474,-10.030696,Saint Helena,2006-2015,10,Africa
-4.679574,55.491977,Seychelles,1900-1945,0,Africa
-4.679574,55.491977,Seychelles,1946-1955,54,Africa
-4.679574,55.491977,Seychelles,1956-1965,358,Africa
-4.679574,55.491977,Seychelles,1966-1975,747,Africa
-4.679574,55.491977,Seychelles,1976-1985,286,Africa
-4.679574,55.491977,Seychelles,1986-1995,387,Africa
-4.679574,55.491977,Seychelles,1996-2005,246,Africa
-4.679574,55.491977,Seychelles,2006-2015,346,Africa
5.152149,46.199616,Somalia,1900-1945,0,Africa
5.152149,46.199616,Somalia,1946-1955,0,Africa
5.152149,46.199616,Somalia,1956-1965,6,Africa
5.152149,46.199616,Somalia,1966-1975,12,Africa
5.152149,46.199616,Somalia,1976-1985,34,Africa
5.152149,46.199616,Somalia,1986-1995,1184,Africa
5.152149,46.199616,Somalia,1996-2005,2703,Africa
5.152149,46.199616,Somalia,2006-2015,3228,Africa
-30.559482,22.937506,South Africa,1900-1945,106,Africa
-30.559482,22.937506,South Africa,1946-1955,358,Africa
-30.559482,22.937506,South Africa,1956-1965,2302,Africa
-30.559482,22.937506,South Africa,1966-1975,5793,Africa
-30.559482,22.937506,South Africa,1976-1985,16074,Africa
-30.559482,22.937506,South Africa,1986-1995,18425,Africa
-30.559482,22.937506,South Africa,1996-2005,47114,Africa
-30.559482,22.937506,South Africa,2006-2015,66874,Africa
-26.522503,31.465866,Swaziland,1900-1945,0,Africa
-26.522503,31.465866,Swaziland,1946-1955,0,Africa
-26.522503,31.465866,Swaziland,1956-1965,6,Africa
-26.522503,31.465866,Swaziland,1966-1975,17,Africa
-26.522503,31.465866,Swaziland,1976-1985,41,Africa
-26.522503,31.465866,Swaziland,1986-1995,46,Africa
-26.522503,31.465866,Swaziland,1996-2005,93,Africa
-26.522503,31.465866,Swaziland,2006-2015,95,Africa
-6.369028,34.888822,Tanzania,1900-1945,7,Africa
-6.369028,34.888822,Tanzania,1946-1955,51,Africa
-6.369028,34.888822,Tanzania,1956-1965,209,Africa
-6.369028,34.888822,Tanzania,1966-1975,412,Africa
-6.369028,34.888822,Tanzania,1976-1985,316,Africa
-6.369028,34.888822,Tanzania,1986-1995,323,Africa
-6.369028,34.888822,Tanzania,1996-2005,691,Africa
-6.369028,34.888822,Tanzania,2006-2015,1685,Africa
1.373333,32.290275,Uganda,1900-1945,0,Africa
1.373333,32.290275,Uganda,1946-1955,30,Africa
1.373333,32.290275,Uganda,1956-1965,114,Africa
1.373333,32.290275,Uganda,1966-1975,302,Africa
1.373333,32.290275,Uganda,1976-1985,210,Africa
1.373333,32.290275,Uganda,1986-1995,280,Africa
1.373333,32.290275,Uganda,1996-2005,706,Africa
1.373333,32.290275,Uganda,2006-2015,1540,Africa
-13.133897,27.849332,Zambia,1900-1945,0,Africa
-13.133897,27.849332,Zambia,1946-1955,25,Africa
-13.133897,27.849332,Zambia,1956-1965,219,Africa
-13.133897,27.849332,Zambia,1966-1975,537,Africa
-13.133897,27.849332,Zambia,1976-1985,712,Africa
-13.133897,27.849332,Zambia,1986-1995,742,Africa
-13.133897,27.849332,Zambia,1996-2005,1476,Africa
-13.133897,27.849332,Zambia,2006-2015,2293,Africa
-19.015438,29.154857,Zimbabwe,1900-1945,3,Africa
-19.015438,29.154857,Zimbabwe,1946-1955,58,Africa
-19.015438,29.154857,Zimbabwe,1956-1965,506,Africa
-19.015438,29.154857,Zimbabwe,1966-1975,637,Africa
-19.015438,29.154857,Zimbabwe,1976-1985,3509,Africa
-19.015438,29.154857,Zimbabwe,1986-1995,2908,Africa
-19.015438,29.154857,Zimbabwe,1996-2005,9854,Africa
-19.015438,29.154857,Zimbabwe,2006-2015,16152,Africa
